@relation '4Cluster-weka.filters.unsupervised.attribute.NumericToNominal-R2-9-weka.filters.unsupervised.attribute.Reorder-R1-7,9,8-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R1'

@attribute whof {assis,tv,hvac,wash,secu,refr,light,alarm}
@attribute purposef {preshouse,lochouse,opauto,alert}
@attribute whatf {coalarm,locsens,colight,coassis,cohvac,cowash,micro,cotv,watch,corefri,cam,cosecu}
@attribute cstore {share,remserv,locally}
@attribute caction {reco,nothing,opti,insight}
@attribute cluster {cluster2,cluster3,cluster0,cluster1}
@attribute decision {0,1}

@data
secu,preshouse,micro,locally,nothing,cluster3,1
hvac,preshouse,locsens,share,reco,cluster3,1
assis,opauto,cowash,remserv,insight,cluster3,1
wash,alert,corefri,locally,reco,cluster3,0
wash,lochouse,cam,share,nothing,cluster3,0
light,lochouse,cohvac,remserv,opti,cluster3,1
refr,alert,coalarm,share,insight,cluster3,1
refr,lochouse,watch,locally,opti,cluster3,1
secu,opauto,cotv,share,opti,cluster3,1
alarm,preshouse,coassis,remserv,nothing,cluster3,1
hvac,opauto,cosecu,locally,insight,cluster3,1
hvac,preshouse,coalarm,locally,reco,cluster0,0
assis,preshouse,micro,remserv,reco,cluster0,0
refr,lochouse,cohvac,share,reco,cluster0,0
secu,opauto,coassis,locally,opti,cluster0,0
wash,opauto,locsens,remserv,opti,cluster0,0
tv,lochouse,watch,remserv,nothing,cluster0,0
refr,alert,cotv,locally,insight,cluster0,0
alarm,alert,cosecu,share,opti,cluster0,0
hvac,opauto,cowash,share,nothing,cluster0,0
light,alert,cam,remserv,insight,cluster0,0
alarm,lochouse,colight,locally,nothing,cluster0,0
secu,preshouse,corefri,share,insight,cluster0,0
assis,preshouse,coassis,locally,nothing,cluster3,1
tv,alert,cohvac,share,insight,cluster3,0
alarm,opauto,coalarm,locally,insight,cluster3,1
alarm,preshouse,cowash,share,reco,cluster3,0
refr,lochouse,cam,remserv,opti,cluster3,1
secu,lochouse,colight,share,nothing,cluster3,0
hvac,opauto,micro,remserv,insight,cluster3,1
wash,alert,watch,remserv,reco,cluster3,1
assis,opauto,corefri,share,opti,cluster3,1
secu,alert,locsens,locally,reco,cluster3,1
tv,lochouse,cotv,locally,opti,cluster3,1
light,preshouse,cosecu,remserv,nothing,cluster3,1
alarm,opauto,micro,remserv,insight,cluster2,1
hvac,opauto,corefri,share,opti,cluster2,1
wash,lochouse,cotv,locally,opti,cluster2,1
light,opauto,coalarm,locally,insight,cluster2,1
assis,alert,locsens,locally,reco,cluster2,1
assis,lochouse,colight,share,nothing,cluster2,1
secu,alert,watch,remserv,reco,cluster2,1
wash,alert,cohvac,share,insight,cluster2,1
hvac,preshouse,coassis,locally,nothing,cluster2,1
refr,preshouse,cosecu,remserv,nothing,cluster2,1
tv,lochouse,cam,remserv,opti,cluster2,1
light,preshouse,cowash,share,reco,cluster2,1
alarm,preshouse,corefri,share,nothing,cluster2,1
refr,lochouse,coalarm,remserv,insight,cluster2,1
light,alert,cohvac,locally,nothing,cluster2,1
secu,preshouse,cotv,remserv,opti,cluster2,1
tv,alert,cosecu,share,reco,cluster2,0
alarm,opauto,coassis,locally,reco,cluster2,1
assis,preshouse,cowash,locally,opti,cluster2,1
hvac,opauto,locsens,remserv,reco,cluster2,1
tv,lochouse,colight,locally,insight,cluster2,1
assis,opauto,watch,share,insight,cluster2,0
wash,alert,cam,remserv,nothing,cluster2,0
light,lochouse,micro,share,opti,cluster2,0
light,alert,locsens,remserv,insight,cluster0,0
secu,opauto,colight,locally,opti,cluster0,0
alarm,lochouse,cowash,locally,nothing,cluster0,0
refr,alert,coassis,locally,insight,cluster0,0
hvac,preshouse,cotv,locally,reco,cluster0,0
assis,preshouse,cam,remserv,reco,cluster0,0
alarm,alert,watch,share,opti,cluster0,0
refr,lochouse,corefri,share,reco,cluster0,0
tv,lochouse,micro,remserv,nothing,cluster0,0
secu,preshouse,cosecu,share,insight,cluster0,0
hvac,opauto,cohvac,share,nothing,cluster0,0
wash,opauto,coalarm,remserv,opti,cluster0,0
tv,lochouse,cowash,remserv,insight,cluster2,0
hvac,opauto,coalarm,share,insight,cluster2,1
alarm,opauto,colight,remserv,reco,cluster2,1
assis,preshouse,cohvac,remserv,opti,cluster2,1
wash,lochouse,cosecu,locally,insight,cluster2,1
refr,alert,micro,locally,nothing,cluster2,1
light,opauto,corefri,locally,reco,cluster2,0
light,preshouse,cam,share,nothing,cluster2,0
hvac,preshouse,watch,locally,opti,cluster2,1
secu,alert,coassis,remserv,nothing,cluster2,1
wash,alert,locsens,share,reco,cluster2,0
refr,lochouse,cotv,share,opti,cluster2,0
hvac,lochouse,micro,locally,opti,cluster2,1
refr,opauto,coassis,share,opti,cluster2,1
light,alert,cosecu,locally,reco,cluster2,1
wash,opauto,watch,locally,insight,cluster2,1
refr,preshouse,cam,locally,nothing,cluster2,0
secu,preshouse,colight,remserv,nothing,cluster2,1
light,lochouse,locsens,share,nothing,cluster2,0
assis,lochouse,corefri,remserv,opti,cluster2,0
tv,opauto,cohvac,remserv,insight,cluster2,1
hvac,alert,cotv,share,insight,cluster2,1
alarm,alert,cowash,remserv,reco,cluster2,1
wash,preshouse,coalarm,share,reco,cluster2,1
alarm,lochouse,cam,locally,nothing,cluster2,1
secu,opauto,micro,locally,opti,cluster2,1
wash,opauto,corefri,remserv,opti,cluster2,0
light,alert,cohvac,remserv,insight,cluster2,0
refr,lochouse,coalarm,share,reco,cluster2,0
secu,preshouse,cotv,share,insight,cluster2,0
hvac,preshouse,cosecu,locally,reco,cluster2,0
tv,lochouse,colight,remserv,nothing,cluster2,0
alarm,alert,coassis,share,opti,cluster2,0
hvac,opauto,locsens,share,nothing,cluster2,1
assis,preshouse,cowash,remserv,reco,cluster2,1
refr,alert,watch,locally,insight,cluster2,0
wash,lochouse,coalarm,share,insight,cluster2,0
refr,opauto,coassis,remserv,nothing,cluster2,0
assis,lochouse,corefri,locally,reco,cluster2,1
secu,lochouse,colight,remserv,reco,cluster2,0
assis,alert,cam,share,nothing,cluster2,0
tv,alert,cohvac,remserv,opti,cluster2,0
alarm,preshouse,cowash,remserv,insight,cluster2,0
hvac,opauto,micro,locally,nothing,cluster2,0
wash,alert,watch,locally,opti,cluster2,0
hvac,preshouse,cotv,share,opti,cluster2,0
light,preshouse,cosecu,locally,insight,cluster2,1
light,opauto,locsens,share,reco,cluster2,0
light,alert,locsens,locally,opti,cluster1,0
assis,preshouse,cam,locally,insight,cluster1,0
wash,preshouse,cowash,share,opti,cluster1,0
wash,opauto,coalarm,locally,nothing,cluster1,1
secu,preshouse,cosecu,remserv,insight,cluster1,0
light,lochouse,colight,share,insight,cluster1,0
hvac,opauto,cohvac,remserv,nothing,cluster1,0
alarm,alert,watch,remserv,opti,cluster1,1
tv,lochouse,micro,locally,reco,cluster1,0
refr,lochouse,corefri,remserv,reco,cluster1,0
assis,opauto,coassis,share,reco,cluster1,0
tv,alert,cotv,share,nothing,cluster1,0
secu,alert,cam,share,insight,cluster1,0
wash,lochouse,colight,remserv,opti,cluster1,0
light,opauto,coassis,remserv,insight,cluster1,0
alarm,preshouse,cosecu,locally,nothing,cluster1,0
hvac,alert,cowash,locally,reco,cluster1,0
secu,lochouse,corefri,locally,opti,cluster1,0
refr,preshouse,micro,share,reco,cluster1,0
tv,preshouse,coalarm,remserv,nothing,cluster1,0
refr,opauto,cohvac,locally,insight,cluster1,0
assis,alert,cotv,remserv,reco,cluster1,0
alarm,opauto,locsens,share,opti,cluster1,0
hvac,lochouse,watch,share,nothing,cluster1,0
secu,opauto,corefri,locally,reco,cluster2,1
alarm,lochouse,cosecu,locally,insight,cluster2,1
secu,preshouse,cam,share,nothing,cluster2,0
tv,opauto,coalarm,share,insight,cluster2,0
hvac,lochouse,cowash,remserv,insight,cluster2,1
assis,alert,micro,locally,nothing,cluster2,1
wash,opauto,colight,remserv,reco,cluster2,1
refr,preshouse,cohvac,remserv,opti,cluster2,1
alarm,alert,locsens,share,reco,cluster2,0
light,alert,coassis,remserv,nothing,cluster2,1
assis,lochouse,cotv,share,opti,cluster2,0
tv,preshouse,watch,locally,opti,cluster2,1
tv,lochouse,colight,share,nothing,cluster0,0
light,alert,cohvac,share,insight,cluster0,0
alarm,lochouse,cam,remserv,opti,cluster0,0
assis,preshouse,cowash,share,reco,cluster0,0
tv,alert,locsens,locally,reco,cluster0,0
wash,preshouse,coassis,locally,nothing,cluster0,0
hvac,preshouse,cosecu,remserv,nothing,cluster0,0
wash,opauto,corefri,share,opti,cluster0,0
secu,opauto,micro,remserv,insight,cluster0,0
refr,alert,watch,remserv,reco,cluster0,0
assis,opauto,coalarm,locally,insight,cluster0,0
light,lochouse,cotv,locally,opti,cluster0,1
wash,opauto,cotv,locally,insight,cluster1,0
refr,preshouse,colight,locally,nothing,cluster1,0
light,alert,coalarm,locally,reco,cluster1,0
refr,opauto,cosecu,share,opti,cluster1,0
alarm,alert,micro,remserv,reco,cluster1,0
hvac,alert,corefri,share,insight,cluster1,0
assis,lochouse,locsens,remserv,opti,cluster1,0
tv,opauto,cam,remserv,insight,cluster1,0
wash,preshouse,cohvac,share,reco,cluster1,0
hvac,lochouse,coassis,locally,opti,cluster1,1
secu,preshouse,watch,remserv,nothing,cluster1,0
light,lochouse,cowash,share,nothing,cluster1,0
light,preshouse,cotv,share,insight,cluster2,0
assis,lochouse,coalarm,share,reco,cluster2,1
wash,alert,coassis,share,opti,cluster2,1
tv,opauto,locsens,share,nothing,cluster2,0
tv,preshouse,cosecu,locally,reco,cluster2,1
light,opauto,micro,locally,opti,cluster2,0
wash,lochouse,cam,locally,nothing,cluster2,0
alarm,opauto,corefri,remserv,opti,cluster2,0
refr,preshouse,cowash,remserv,reco,cluster2,0
assis,alert,watch,locally,insight,cluster2,1
hvac,lochouse,colight,remserv,nothing,cluster2,1
secu,alert,cohvac,remserv,insight,cluster2,1
tv,lochouse,cotv,locally,opti,cluster0,1
secu,lochouse,colight,share,nothing,cluster0,0
hvac,opauto,micro,remserv,insight,cluster0,0
wash,alert,watch,remserv,reco,cluster0,1
tv,alert,cohvac,share,insight,cluster0,0
light,preshouse,cosecu,remserv,nothing,cluster0,0
assis,opauto,corefri,share,opti,cluster0,0
alarm,preshouse,cowash,share,reco,cluster0,0
secu,alert,locsens,locally,reco,cluster0,1
refr,lochouse,cam,remserv,opti,cluster0,0
alarm,opauto,coalarm,locally,insight,cluster0,0
assis,preshouse,coassis,locally,nothing,cluster0,0
refr,preshouse,cosecu,locally,opti,cluster2,1
tv,opauto,coassis,remserv,reco,cluster2,1
wash,opauto,cohvac,locally,reco,cluster2,1
hvac,lochouse,corefri,locally,insight,cluster2,0
light,preshouse,cowash,remserv,opti,cluster2,1
secu,lochouse,coalarm,share,opti,cluster2,0
refr,opauto,locsens,share,insight,cluster2,0
alarm,alert,cotv,remserv,nothing,cluster2,1
wash,preshouse,micro,share,nothing,cluster2,0
hvac,alert,cam,share,reco,cluster2,0
assis,lochouse,colight,remserv,insight,cluster2,1
secu,alert,watch,locally,nothing,cluster2,1
secu,alert,cosecu,remserv,insight,cluster0,0
light,opauto,locsens,locally,opti,cluster0,0
wash,lochouse,coalarm,locally,nothing,cluster0,0
wash,alert,cowash,share,opti,cluster0,0
tv,opauto,cotv,share,nothing,cluster0,0
assis,lochouse,coassis,share,reco,cluster0,0
light,preshouse,colight,share,insight,cluster0,0
tv,preshouse,micro,locally,reco,cluster0,0
hvac,lochouse,cohvac,remserv,nothing,cluster0,0
alarm,opauto,watch,remserv,opti,cluster0,0
assis,alert,cam,locally,insight,cluster0,0
refr,preshouse,corefri,remserv,reco,cluster0,0
hvac,opauto,cotv,remserv,opti,cluster1,0
light,preshouse,locsens,remserv,reco,cluster1,0
refr,preshouse,coassis,locally,reco,cluster1,0
refr,opauto,corefri,share,nothing,cluster1,0
secu,alert,colight,locally,insight,cluster1,0
assis,lochouse,cam,remserv,nothing,cluster1,0
wash,alert,coalarm,remserv,insight,cluster1,0
alarm,preshouse,watch,share,insight,cluster1,0
alarm,opauto,cowash,locally,opti,cluster1,0
secu,lochouse,cosecu,share,reco,cluster1,1
tv,alert,micro,share,opti,cluster1,0
tv,lochouse,cohvac,locally,nothing,cluster1,0
assis,opauto,cam,locally,insight,cluster2,0
assis,preshouse,coassis,share,reco,cluster2,0
light,alert,colight,share,insight,cluster2,1
light,lochouse,locsens,locally,opti,cluster2,0
alarm,lochouse,watch,remserv,opti,cluster2,1
wash,preshouse,coalarm,locally,nothing,cluster2,1
tv,alert,micro,locally,reco,cluster2,0
wash,opauto,cowash,share,opti,cluster2,1
tv,lochouse,cotv,share,nothing,cluster2,0
hvac,preshouse,cohvac,remserv,nothing,cluster2,1
refr,alert,corefri,remserv,reco,cluster2,1
secu,opauto,cosecu,remserv,insight,cluster2,1
refr,preshouse,cam,share,reco,cluster3,0
hvac,alert,cohvac,locally,reco,cluster3,0
hvac,lochouse,micro,share,nothing,cluster3,1
alarm,preshouse,watch,locally,nothing,cluster3,1
secu,lochouse,cosecu,locally,opti,cluster3,1
assis,alert,coassis,remserv,reco,cluster3,0
secu,alert,locsens,share,insight,cluster3,0
refr,opauto,corefri,locally,insight,cluster3,0
tv,preshouse,cotv,remserv,nothing,cluster3,0
wash,lochouse,cowash,remserv,opti,cluster3,0
alarm,opauto,coalarm,share,opti,cluster3,0
light,opauto,colight,remserv,insight,cluster3,0
refr,opauto,locsens,share,insight,cluster3,0
light,preshouse,cowash,remserv,opti,cluster3,1
secu,lochouse,coalarm,share,opti,cluster3,1
wash,preshouse,micro,share,nothing,cluster3,1
hvac,alert,cam,share,reco,cluster3,1
secu,alert,watch,locally,nothing,cluster3,1
assis,lochouse,colight,remserv,insight,cluster3,1
refr,preshouse,cosecu,locally,opti,cluster3,1
tv,opauto,coassis,remserv,reco,cluster3,1
hvac,lochouse,corefri,locally,insight,cluster3,1
alarm,alert,cotv,remserv,nothing,cluster3,1
wash,opauto,cohvac,locally,reco,cluster3,1
light,lochouse,colight,locally,insight,cluster2,1
assis,preshouse,corefri,share,nothing,cluster2,0
alarm,lochouse,coalarm,remserv,insight,cluster2,0
wash,preshouse,cowash,locally,opti,cluster2,1
refr,alert,cam,remserv,nothing,cluster2,1
hvac,alert,cohvac,locally,nothing,cluster2,1
tv,preshouse,cotv,remserv,opti,cluster2,0
hvac,lochouse,micro,share,opti,cluster2,0
secu,opauto,locsens,remserv,reco,cluster2,1
assis,opauto,coassis,locally,reco,cluster2,0
light,alert,cosecu,share,reco,cluster2,1
wash,opauto,watch,share,insight,cluster2,1
alarm,preshouse,cowash,share,nothing,cluster3,0
secu,preshouse,locsens,remserv,opti,cluster3,1
assis,preshouse,coassis,locally,opti,cluster3,1
refr,lochouse,cam,remserv,insight,cluster3,0
tv,alert,cohvac,share,reco,cluster3,0
tv,lochouse,cotv,locally,insight,cluster3,1
alarm,opauto,coalarm,locally,reco,cluster3,1
light,lochouse,cosecu,share,opti,cluster3,1
assis,opauto,corefri,share,insight,cluster3,1
light,alert,colight,locally,nothing,cluster3,1
hvac,opauto,micro,remserv,reco,cluster3,0
wash,alert,watch,remserv,nothing,cluster3,1
refr,alert,corefri,locally,opti,cluster1,1
refr,lochouse,cam,share,insight,cluster1,0
tv,lochouse,cotv,remserv,reco,cluster1,0
secu,opauto,cosecu,locally,nothing,cluster1,1
alarm,opauto,coalarm,remserv,nothing,cluster1,1
assis,preshouse,coassis,remserv,insight,cluster1,1
hvac,preshouse,cohvac,locally,insight,cluster1,1
light,alert,colight,remserv,opti,cluster1,1
secu,preshouse,locsens,share,opti,cluster1,0
wash,alert,watch,share,nothing,cluster1,0
hvac,opauto,micro,share,reco,cluster1,0
wash,lochouse,cowash,locally,reco,cluster1,0
hvac,alert,cowash,remserv,reco,cluster3,1
alarm,alert,cosecu,locally,reco,cluster3,1
secu,lochouse,corefri,remserv,opti,cluster3,1
tv,opauto,watch,locally,insight,cluster3,1
refr,opauto,cohvac,remserv,insight,cluster3,1
assis,alert,cotv,share,insight,cluster3,0
assis,lochouse,micro,locally,opti,cluster3,1
alarm,lochouse,locsens,share,nothing,cluster3,0
light,opauto,coassis,share,opti,cluster3,1
tv,preshouse,coalarm,share,reco,cluster3,0
light,preshouse,cam,locally,nothing,cluster3,1
wash,preshouse,colight,remserv,nothing,cluster3,1
assis,lochouse,micro,locally,reco,cluster3,1
light,opauto,coassis,share,reco,cluster3,0
hvac,preshouse,cowash,share,opti,cluster3,0
hvac,opauto,coalarm,locally,nothing,cluster3,1
wash,alert,locsens,locally,opti,cluster3,1
light,preshouse,cam,locally,insight,cluster3,0
refr,opauto,cohvac,remserv,nothing,cluster3,0
wash,lochouse,colight,share,insight,cluster3,0
alarm,preshouse,cosecu,remserv,insight,cluster3,1
tv,alert,watch,remserv,opti,cluster3,1
secu,lochouse,corefri,remserv,reco,cluster3,1
assis,alert,cotv,share,nothing,cluster3,1
hvac,preshouse,corefri,share,insight,cluster3,1
alarm,preshouse,micro,remserv,reco,cluster3,1
refr,alert,cosecu,share,opti,cluster3,1
wash,alert,cotv,locally,insight,cluster3,0
wash,lochouse,cohvac,share,reco,cluster3,0
secu,lochouse,watch,remserv,nothing,cluster3,1
hvac,opauto,coassis,locally,opti,cluster3,1
light,preshouse,coalarm,locally,reco,cluster3,1
refr,lochouse,colight,locally,nothing,cluster3,0
tv,alert,cam,remserv,insight,cluster3,1
assis,opauto,locsens,remserv,opti,cluster3,1
light,opauto,cowash,share,nothing,cluster3,0
tv,alert,cosecu,locally,nothing,cluster0,0
alarm,opauto,cam,share,insight,cluster0,0
assis,alert,coalarm,remserv,nothing,cluster0,0
hvac,preshouse,colight,remserv,opti,cluster0,0
wash,lochouse,coassis,remserv,insight,cluster0,0
refr,opauto,cowash,locally,reco,cluster0,0
secu,lochouse,cohvac,locally,insight,cluster0,0
alarm,preshouse,corefri,locally,opti,cluster0,0
light,opauto,cotv,remserv,reco,cluster0,0
secu,alert,micro,share,reco,cluster0,0
tv,lochouse,locsens,share,opti,cluster0,0
refr,preshouse,watch,share,nothing,cluster0,0
assis,preshouse,coalarm,locally,opti,cluster2,1
alarm,opauto,cam,locally,reco,cluster2,1
hvac,opauto,cosecu,remserv,reco,cluster2,0
light,lochouse,cohvac,share,opti,cluster2,0
assis,opauto,cowash,share,insight,cluster2,0
alarm,preshouse,coassis,share,nothing,cluster2,0
wash,alert,corefri,remserv,nothing,cluster2,1
tv,alert,colight,share,reco,cluster2,0
tv,lochouse,locsens,locally,insight,cluster2,1
light,alert,cotv,locally,nothing,cluster2,1
secu,preshouse,micro,remserv,opti,cluster2,0
refr,lochouse,watch,remserv,insight,cluster2,1
secu,lochouse,colight,share,opti,cluster1,0
wash,opauto,watch,locally,reco,cluster1,0
hvac,lochouse,micro,locally,insight,cluster1,1
assis,lochouse,corefri,remserv,insight,cluster1,1
wash,preshouse,coalarm,share,nothing,cluster1,1
refr,preshouse,cam,locally,opti,cluster1,0
tv,opauto,cohvac,remserv,reco,cluster1,0
alarm,alert,cowash,remserv,nothing,cluster1,1
hvac,alert,cotv,share,reco,cluster1,0
secu,alert,locsens,locally,nothing,cluster1,1
light,preshouse,cosecu,remserv,opti,cluster1,1
refr,opauto,coassis,share,insight,cluster1,0
hvac,alert,cosecu,share,reco,cluster3,1
light,preshouse,cotv,remserv,opti,cluster3,1
refr,opauto,watch,share,insight,cluster3,1
assis,lochouse,coalarm,remserv,insight,cluster3,1
secu,alert,cohvac,locally,nothing,cluster3,1
tv,opauto,locsens,remserv,reco,cluster3,1
secu,lochouse,micro,share,opti,cluster3,1
wash,preshouse,corefri,share,nothing,cluster3,1
refr,preshouse,cowash,locally,opti,cluster3,1
alarm,alert,cam,remserv,nothing,cluster3,1
hvac,lochouse,colight,locally,insight,cluster3,1
wash,opauto,coassis,locally,reco,cluster3,1
refr,opauto,watch,share,nothing,cluster2,1
refr,preshouse,cowash,locally,reco,cluster2,0
wash,alert,coassis,remserv,insight,cluster2,1
assis,lochouse,coalarm,remserv,nothing,cluster2,0
light,preshouse,cotv,remserv,reco,cluster2,1
secu,lochouse,micro,share,reco,cluster2,0
tv,lochouse,cosecu,locally,nothing,cluster2,1
tv,alert,locsens,share,opti,cluster2,1
hvac,opauto,colight,remserv,opti,cluster2,1
alarm,opauto,corefri,locally,opti,cluster2,1
secu,alert,cohvac,locally,insight,cluster2,1
alarm,preshouse,cam,share,insight,cluster2,0
wash,preshouse,cotv,locally,reco,cluster0,0
refr,opauto,colight,locally,opti,cluster0,0
hvac,alert,coassis,locally,insight,cluster0,0
tv,preshouse,cam,remserv,reco,cluster0,0
wash,opauto,cohvac,share,nothing,cluster0,0
refr,preshouse,cosecu,share,insight,cluster0,0
assis,alert,locsens,remserv,insight,cluster0,0
light,opauto,coalarm,remserv,opti,cluster0,0
hvac,lochouse,corefri,share,reco,cluster0,0
secu,alert,watch,share,opti,cluster0,0
alarm,lochouse,micro,remserv,nothing,cluster0,0
secu,lochouse,cowash,locally,nothing,cluster0,0
hvac,opauto,cosecu,locally,reco,cluster2,1
tv,alert,colight,remserv,nothing,cluster2,0
alarm,alert,cam,locally,nothing,cluster2,0
refr,alert,coalarm,share,reco,cluster2,0
refr,lochouse,watch,locally,insight,cluster2,1
alarm,lochouse,coassis,share,opti,cluster2,0
secu,opauto,cotv,share,insight,cluster2,0
assis,opauto,cowash,remserv,reco,cluster2,1
wash,preshouse,corefri,remserv,opti,cluster2,1
hvac,preshouse,locsens,share,nothing,cluster2,0
secu,preshouse,micro,locally,opti,cluster2,1
light,lochouse,cohvac,remserv,insight,cluster2,1
hvac,opauto,colight,remserv,insight,cluster1,1
light,preshouse,cotv,remserv,nothing,cluster1,0
wash,alert,coassis,remserv,reco,cluster1,0
tv,lochouse,cosecu,locally,opti,cluster1,0
alarm,opauto,corefri,locally,insight,cluster1,0
secu,alert,cohvac,locally,reco,cluster1,0
alarm,preshouse,cam,share,reco,cluster1,0
tv,alert,locsens,share,insight,cluster1,0
refr,lochouse,cowash,remserv,opti,cluster1,0
assis,opauto,coalarm,share,opti,cluster1,0
secu,lochouse,micro,share,nothing,cluster1,0
assis,preshouse,watch,locally,nothing,cluster1,1
alarm,preshouse,watch,locally,reco,cluster3,1
secu,opauto,cosecu,remserv,opti,cluster3,0
tv,lochouse,cotv,share,reco,cluster3,1
refr,alert,corefri,remserv,insight,cluster3,1
tv,alert,micro,locally,insight,cluster3,0
light,alert,colight,share,opti,cluster3,1
wash,lochouse,cowash,remserv,nothing,cluster3,1
alarm,opauto,coalarm,share,nothing,cluster3,1
assis,preshouse,coassis,share,insight,cluster3,1
assis,opauto,cam,locally,opti,cluster3,1
hvac,preshouse,cohvac,remserv,reco,cluster3,1
light,lochouse,locsens,locally,nothing,cluster3,1
refr,preshouse,corefri,locally,insight,cluster3,0
refr,opauto,cam,share,reco,cluster3,1
secu,lochouse,locsens,share,insight,cluster3,1
tv,opauto,cotv,remserv,nothing,cluster3,1
assis,lochouse,coassis,remserv,reco,cluster3,1
hvac,alert,micro,share,nothing,cluster3,0
hvac,lochouse,cohvac,locally,reco,cluster3,1
alarm,preshouse,coalarm,share,opti,cluster3,1
light,preshouse,colight,remserv,insight,cluster3,1
wash,alert,cowash,remserv,opti,cluster3,1
alarm,opauto,watch,locally,nothing,cluster3,1
secu,alert,cosecu,locally,opti,cluster3,1
wash,alert,cosecu,remserv,insight,cluster2,0
light,preshouse,corefri,remserv,reco,cluster2,1
refr,opauto,cotv,share,nothing,cluster2,0
assis,lochouse,cohvac,remserv,nothing,cluster2,1
alarm,preshouse,colight,share,insight,cluster2,1
secu,lochouse,coassis,share,reco,cluster2,0
tv,lochouse,coalarm,locally,nothing,cluster2,0
refr,preshouse,micro,locally,reco,cluster2,0
alarm,opauto,locsens,locally,opti,cluster2,1
secu,alert,cam,locally,insight,cluster2,1
tv,alert,cowash,share,opti,cluster2,0
hvac,opauto,watch,remserv,opti,cluster2,1
alarm,preshouse,cam,share,opti,cluster2,0
wash,alert,coassis,remserv,opti,cluster2,1
secu,lochouse,micro,share,insight,cluster2,1
secu,alert,cohvac,locally,opti,cluster2,1
refr,preshouse,cowash,locally,insight,cluster2,0
alarm,opauto,corefri,locally,nothing,cluster2,0
assis,lochouse,coalarm,remserv,reco,cluster2,0
light,preshouse,cotv,remserv,insight,cluster2,0
refr,opauto,watch,share,reco,cluster2,0
hvac,lochouse,colight,locally,reco,cluster2,0
hvac,alert,cosecu,share,nothing,cluster2,0
tv,opauto,locsens,remserv,nothing,cluster2,0
wash,lochouse,cotv,remserv,opti,cluster0,0
hvac,alert,coassis,locally,reco,cluster0,0
tv,preshouse,cam,remserv,nothing,cluster0,0
refr,preshouse,cosecu,share,reco,cluster0,0
hvac,lochouse,corefri,share,nothing,cluster0,0
assis,alert,locsens,remserv,reco,cluster0,0
alarm,preshouse,cohvac,locally,nothing,cluster0,0
alarm,opauto,micro,share,opti,cluster0,0
secu,lochouse,cowash,locally,opti,cluster0,0
secu,alert,watch,share,insight,cluster0,0
light,opauto,coalarm,remserv,insight,cluster0,0
refr,opauto,colight,locally,insight,cluster0,0
tv,alert,locsens,share,opti,cluster3,1
alarm,preshouse,cam,share,insight,cluster3,0
secu,lochouse,micro,share,reco,cluster3,1
assis,lochouse,coalarm,remserv,nothing,cluster3,1
refr,preshouse,cowash,locally,reco,cluster3,1
light,preshouse,cotv,remserv,reco,cluster3,1
refr,opauto,watch,share,nothing,cluster3,1
wash,alert,coassis,remserv,insight,cluster3,1
hvac,opauto,colight,remserv,opti,cluster3,1
